Ind,authors,title,year,is_cited_own_paper,is_of_interest
226,Michal P. Heller; Alexandre Serantes; Michał Spaliński; Benjamin Withers,Rigorous Bounds on Transport from Causality,2023,False,True
227,Matthew Stephenson; Sašo Grozdanov; Andrei O. Starinets; Petar Tadić,Hydrodynamic dispersion relations at finite coupling,2021,False,True
228,Mauricio Martinez; Thomas Schäfer,Hydrodynamic tails and a fluctuation bound on the bulk viscosity,2017,False,True
229,Pavel Kovtun; Guy D. Moore; Paul Romatschke,Stickiness of sound: An absolute lower limit on viscosity and the breakdown of second-order relativistic hydrodynamics,2011,False,True
230,Matteo Baggioli; Bikash Padhi; Philip W. Phillips; Chandan Setty,Conjecture on the butterfly velocity across a quantum phase transition,2018,False,True
231,Yi Ling; Zhuo-Yu Xian,Holographic butterfly effect and diffusion in quantum critical region,2017,True,True
232,Huitao Shen; Pengfei Zhang; Ruihua Fan; Hui Zhai,Out-of-time-order correlation at a quantum phase transition,2017,False,True
233,Zhenhua Zhou; Yi Ling; Jian-Pin Wu,Holographic incoherent transport in Einstein-Maxwell-dilaton gravity,2016,False,True
234,Yi Ling; Peng Liu; Jian-Pin Wu,Note on the butterfly effect in holographic superconductor models,2017,False,True
235,Matteo Baggioli; Yanyan Bu; Vaios Ziogas,U(1) quasi-hydrodynamics: Schwinger-Keldysh effective field theory and holography,2023,False,True
236,Jan De Boer; Jelle Hartong; Emil Have; Niels Obers; Watse Sybesma,Non-boost invariant fluid dynamics,2020,True,True
237,Mike Blake; Richard A. Davison; Subir Sachdev,Thermal diffusivity and chaos in metals without quasiparticles,2017,True,True
238,Hyun-Sik Jeong; Keun-Young Kim; Chao Niu,Linear-$T$ resistivity at high temperature,2018,True,True
239,Andrea Amoretti; Matteo Baggioli; Nicodemo Magnoli; Daniele Musso,Chasing the cuprates with dilatonic dyons,2016,True,True
240,Yochai Werman; Steven A. Kivelson; Erez Berg,Quantum chaos in an electron-phonon bad metal,2017,True,True
241,Aavishkar A. Patel; Subir Sachdev,Quantum chaos on a critical Fermi surface,2017,True,True
242,Aavishkar A. Patel; Debanjan Chowdhury; Subir Sachdev; Brian Swingle,Quantum butterfly effect in weakly interacting diffusive metals,2017,True,True
243,Yingfei Gu; Andrew Lucas; Xiao-Liang Qi,Energy diffusion and the butterfly effect in inhomogeneous Sachdev-Ye-Kitaev chains,2017,True,True
244,Christos Charmousis; Blaise Goutéraux; Bom Soo Kim; Elias Kiritsis; Rene Meyer,Effective holographic theories for low-temperature condensed matter systems,2010,True,True
245,Wei Li; Shu Lin; Jiajie Mei,Thermal Diffusion and Quantum Chaos in Neutral Magnetized Plasma,2019,True,True
246,Dujin Ahn; Yongjun Ahn; Hyun-Sik Jeong; Keun-Young Kim; Wei-Jia Li; Chao Niu,Thermal diffusivity and butterfly velocity in anisotropic Q-Lattice models,2018,True,True
247,Luca Delacrétaz; Blaise Goutéraux; Sean Hartnoll; Anna Karlsson,Bad Metals from Fluctuating Density Waves,2017,True,True
248,Richard A. Davison; Wenbo Fu; Antoine Georges; Yingfei Gu; Kristan Jensen; Subir Sachdev,Thermoelectric transport in disordered metals without quasiparticles: The Sachdev-Ye-Kitaev models and holography,2017,True,True
249,Shenglong Xu; Brian Swingle,Scrambling dynamics and out-of-time ordered correlators in quantum many-body systems: a tutorial,2022,True,True
250,Steven S. Gubser; Fabio D. Rocha,Peculiar properties of a charged dilatonic black hole in AdS5,2010,True,True
251,Y. Aharonov; D. Bohm,Time in the Quantum Theory and the Uncertainty Relation for Time and Energy,1961,True,True
252,Hyun-Sik Jeong; Keun-Young Kim; Ya-Wen Sun,Quasi-normal modes of dyonic black holes and magneto-hydrodynamics,2022,True,True
253,Aristomenis Donos; Sean A. Hartnoll,Interaction-driven localization in holography,2013,True,True
254,Sayantani Bhattacharyya; Veronika E Hubeny; Shiraz Minwalla; Mukund Rangamani,Nonlinear fluid dynamics from gravity,2008,True,True
255,Andrew Lucas; Sankar Das Sarma,Electronic hydrodynamics and the breakdown of the Wiedemann-Franz and Mott laws in interacting metals,2018,True,True
256,Hyun-Sik Jeong; Keun-Young Kim; Ya-Wen Sun,Bound of diffusion constants from pole-skipping points: Spontaneous symmetry breaking and magnetic field,2021,True,True
257,Arpan Bhattacharyya; Arvind Shekar; Aninda Sinha,Circuit complexity in interacting QFTs and RG flows,2018,True,True
258,J. Anandan; Y. Aharonov,Geometry of quantum evolution,1990,True,True
259,Adam R. Brown; Daniel A. Roberts; Leonard Susskind; Brian Swingle; Ying Zhao,"Complexity, action, and black holes",2016,True,True
260,Lucas Hackl; Robert C. Myers,Circuit complexity for free fermions,2018,True,True
261,Rifath Khan; Chethan Krishnan; Sanchita Sharma,Circuit complexity in fermionic field theory,2018,True,True
262,Mark R Dowling; Michael A Nielsen,The geometry of quantum computation,2008,True,True
263,Dean Carmi; Shira Chapman; Hugo Marrochio; Robert C. Myers; Sotaro Sugishita,On the time dependence of holographic complexity,2017,True,True
264,Ofer Aharony; Steven S. Gubser; Juan Martin Maldacena; Hirosi Ooguri; Yaron Oz,"Large N field theories, string theory and gravity",2000,True,True
265,Leonard Susskind,Entanglement is not enough,2016,True,True
266,Ro Jefferson; Robert C. Myers,Circuit complexity in quantum field theory,2017,True,True
267,Kevin Goldstein; Shamit Kachru; Shiroman Prakash; Sandip P. Trivedi,Holography of charged dilaton black holes,2010,True,True
268,Edward Witten,"Multitrace operators, boundary conditions, and AdS / CFT correspondence",2001,True,True
269,Christopher P. Herzog,A holographic prediction of the deconfinement temperature,2007,True,True
270,Liza Huijse; Subir Sachdev; Brian Swingle,Hidden Fermi surfaces in compressible states of gauge-gravity duality,2012,True,True
271,Mario Flory; Michal P. Heller,Geometry of complexity in conformal field theory,2020,True,True
272,Umut Gürsoy; Juan F. Pedraza; Guim Planella Planas,Holographic entanglement as nonlocal magnetism,2023,False,True
273,Tomas Andrade; Alexander Krikun,Commensurate lock-in in holographic non-homogeneous lattices,2017,True,True
274,Kristan Jensen; Matthias Kaminski; Pavel Kovtun; Rene Meyer; Adam Ritz; Amos Yarom,Parity-violating hydrodynamics in 2+1 dimensions,2012,True,True
275,Andrew Lucas; Subir Sachdev,Memory matrix theory of magnetotransport in strange metals,2015,True,True
276,Kitinan Pongsangangan; T. Ludwig; H. T. C. Stoof; Lars Fritz,Hydrodynamics of charged two-dimensional Dirac systems I: Thermo-electric transport,2022,True,True
277,Hilbert v. Lohneysen; Achim Rosch; Matthias Vojta; Peter Wolfle,Fermi-liquid instabilities at magnetic quantum phase transitions,2007,True,True
278,Richard C. Tolman,Static solutions of Einstein's field equations for spheres of fluid,1939,True,True
279,Chen-Hao Hao; Shi-Xian Sun; Long-Xing Huang; Rong Zhang; Xin Su; Yong-Qiang Wang,Emergency of black holes from wormholes,2023,False,True
280,C. Elachi,Waves in active and passive periodic structures: A review,1976,True,True
281,Leo P Kadanoff; Paul C Martin,Hydrodynamic equations and correlation functions,1963,True,True
282,Vijay Balasubramanian; Per Kraus,A Stress Tensor for Anti-de Sitter Gravity,1999,True,True
283,Qimiao Si; Silvio Rabello; Kevin Ingersent; J. Lleweilun Smith,Locally critical quantum phase transitions in strongly correlated metals,2001,True,True
284,Pavel K. Kovtun; Andrei O. Starinets,Quasinormal modes and holography,2005,True,True
285,J Hwang; T Timusk; GD Gu,"Doping dependent optical properties of Bi2Sr2CaCu2O8+ <span class=""nocase"">δ</span>",2007,True,True
286,Mohammad Edalati; Juan I. Jottar; Robert G. Leigh,"Shear modes, criticality and extremal black holes",2010,True,True
287,Mike Blake,Universal diffusion in incoherent black holes,2016,True,True
288,Jan Zaanen,"Planckian dissipation, minimal viscosity and the transport in cuprate strange metals",2019,True,True
289,J. Zaanen; G. A. Sawatzky; J. W. Allen,Band gaps and electronic structure of transition-metal compounds,1985,True,True
290,Patrick A. Lee; Naoto Nagaosa; Xiao-Gang Wen,Doping a Mott insulator: Physics of high-temperature superconductivity,2006,True,True
291,A. Legros; S. Benhabib; W. Tabis; F. Laliberté; M. Dion; M. Lizaire; B. Vignolle; D. Vignolles; H. Raffy; Z. Z. Li; P. Auban-Senzier; N. Doiron-Leyraud; P. Fournier; D. Colson; L. Taillefer; C. Proust,Universal T-linear resistivity and Planckian dissipation in overdoped cuprates,2019,True,True
292,Sudip Chakravarty; Bertrand I. Halperin; David R. Nelson,Two-dimensional quantum Heisenberg antiferromagnet at low temperatures,1989,True,True
293,David Vegh,Holography without translational symmetry,2013,True,True
294,Sean A. Hartnoll; Christopher P. Herzog,Impure AdS/CFT,2008,True,True
295,Shi-Fa Guo; Hai-Shan Liu; H. Lu; Yi Pang,Large-Charge Limit of AdS Boson Stars with Mixed Boundary Conditions,2021,True,True
296,Gian Andrea Inkof; Joachim M. C. Kuppers; Julia M. Link; Blaise Goutéraux; Jörg Schmalian,Quantum critical scaling and holographic bound for transport coefficients near Lifshitz points,2020,True,True
297,Andrew Lucas,Operator size at finite temperature and Planckian bounds on quantum dynamics,2019,True,True
298,Brandon W. Langley; Philip W. Phillips,Quantum Critical Diffusion and Thermodynamics in Lifshitz Holography,2021,True,True
299,Aristomenis Donos; Jerome P. Gauntlett,On the thermodynamics of periodic AdS black branes,2013,True,True
300,Huan-Kuang Wu; Jay Sau,A classical model for sub-Planckian thermal diffusivity in complex crystals,2021,True,True
301,Naoto Tsuji; Philipp Werner,Out-of-time-ordered correlators of the Hubbard model: Sachdev-Ye-Kitaev strange metal in the spin-freezing crossover region,2019,True,True
302,Tomas Andrade; Alexander Krikun; Aurelio Romero-Bermúdez,Charge density response and fake plasmons in holographic models with strong translation symmetry breaking,2019,True,True
303,Enea Mauri; Henk T. C. Stoof,Screening of coulomb interactions in holography,2019,True,True
304,Ulf Gran; Marcus Tornsö; Tobias Zingg,Holographic plasmons,2018,True,True
305,Kohei Kawabata; Anish Kulkarni; Jiachen Li; Tokiro Numasawa; Shinsei Ryu,Symmetry of Open Quantum Systems: Classification of Dissipative Quantum Chaos,2023,False,True
306,A. -M. S. Tremblay; M. Arai; E. D. Siggia,Fluctuations about simple nonequilibrium steady states,1981,True,True
307,Thanasis Giannakopoulos,Characteristic formulations of general relativity and applications,2023,False,True
308,Andrea Amoretti; Alessandro Braggio; Nicodemo Magnoli; Daniele Musso,Bounds on charge and heat diffusivities in momentum dissipating holography,2015,False,True
309,Guoyang Fu; Xi-Jing Wang; Peng Liu; Dan Zhang; Xiao-Mei Kuang; Jian-Pin Wu,A novel holographic quantum phase transition and butterfly velocity,2022,False,True
310,Pavel Kovtun,Fluctuation bounds on charge and heat diffusion,2015,False,True
311,Clifford Chafin; Thomas Schäfer,Hydrodynamic fluctuations and the minimum shear viscosity of the dilute Fermi gas at unitarity,2013,False,True
312,Tilman Enss; Joseph H. Thywissen,Universal Spin Transport and Quantum Bounds for Unitary Fermions,2018,False,True
313,Boris A. Gelman; Edward V. Shuryak; Ismail Zahed,Cold Strongly Coupled Atoms Make a Near-perfect Liquid,2005,False,True
314,Asato Tsuchiya; Kazushi Yamashiro,Information geometry encoded in bulk geometry,2020,False,True
315,Sourav Karar; Sunandan Gangopadhyay,Holographic information theoretic quantities for Lifshitz black hole,2020,False,True
316,Jason Pollack; Moshe Rozali; James Sully; David Wakeham,Eigenstate Thermalization and Disorder Averaging in Gravity,2020,False,True
317,Aron Jansen; Christiana Pantelidou,Quasinormal modes in charged fluids at complex momentum,2020,False,True
318,Yong Zhong; Zhuoyu Chen; Su-Di Chen; Ke-Jun Xu; Makoto Hashimoto; Yu He; Shin-ichi Uchida; Donghui Lu; Sung-Kwan Mo; Zhi-Xun Shen,Differentiated roles of Lifshitz transition on thermodynamics and superconductivity in La2-xSrxCuO4,2022,False,True
319,Mohammad Edalati; Juan I. Jottar; Robert G. Leigh,Holography and the sound of criticality,2010,True,True
320,Daniel K. Brattan; Simon A. Gentle,Shear channel correlators from hot charged black holes,2011,True,True
321,Thomas Faulkner; Hong Liu; John McGreevy; David Vegh,"Emergent quantum criticality, Fermi surfaces, and AdS2",2011,True,True
322,B. Goutéraux; E. Kiritsis,Generalized holographic quantum criticality at finite density,2011,True,True
323,Sean A. Hartnoll,Theory of universal incoherent metallic transport,2015,True,True
324,Richard A. Davison; Blaise Goutéraux; Sean A. Hartnoll,Incoherent transport in clean quantum critical metals,2015,True,True
325,Bom Soo Kim,Holographic Renormalization of Einstein-Maxwell-Dilaton Theories,2016,True,True
326,Marco M. Caldarelli; Ariana Christodoulou; Ioannis Papadimitriou; Kostas Skenderis,Phases of planar AdS black holes with axionic charge,2017,True,True
327,Vincenzo Scopelliti; Koenraad Schalm; Andrew Lucas,Hydrodynamic charge and heat transport on inhomogeneous curved spaces,2017,True,True
328,Andrew Lucas; Kin Chung Fong,Hydrodynamics of electrons in graphene,2018,True,True
329,P. Giraldo-Gallo; J. A. Galvis; Z. Stegen; K. A. Modic; F. F. Balakirev; J. B. Betts; X. Lian; C. Moir; S. C. Riggs; J. Wu; A. T. Bollinger; X. He; I. Božović; B. J. Ramshaw; R. D. McDonald; G. S. Boebinger; A. Shekhter,Scale-invariant magnetoresistance in a cuprate superconductor,2018,True,True
330,Navid Abbasi; Sara Tahery,Complexified quasinormal modes and the pole-skipping in a holographic system at finite chemical potential,2020,True,True
331,Li Li,On thermodynamics of AdS black holes with scalar hair,2021,True,True
332,Daniel Areán; Richard A. Davison; Blaise Goutéraux; Kenta Suzuki,Hydrodynamic Diffusion and Its Breakdown near ${\mathrm{AdS}}_{2}$ Quantum Critical Points,2021,True,True
333,Kitinan Pongsangangan; T. Ludwig; H. T. C. Stoof; Lars Fritz,Hydrodynamics of charged two-dimensional Dirac systems II: The role of collective modes,2022,True,True
334,Amit Aharon-Steinberg; Tobias Völkl; Arkady Kaplan; Arnab K. Pariari; Indranil Roy; Tobias Holder; Yotam Wolf; Alexander Y. Meltzer; Yuri Myasoedov; Martin E. Huber; Binghai Yan; Gregory Falkovich; Leonid S. Levitov; Markus Hücker; Eli Zeldov,Direct observation of vortices in an electron fluid,2022,True,True
335,Navid Abbasi; Matthias Kaminski; Omid Tavakol,Ultraviolet-regulated theory of non-linear diffusion,2022,True,True
336,Aaron Hui; Calvin Pozderac; Brian Skinner,2D hydrodynamic electron flow through periodic and random potentials,2023,False,True
337,Ziyi Zhao; Wenhe Cai; Shuta Ishigaki,Doped Holographic Superconductors in Gubser-Rocha model,2023,False,True
338,Luis Fernando Alday,Conformal Field Theory,2016,True,True
339,Kiran Adhikari; Adwait Rijal; Ashok Kumar Aryal; Mausam Ghimire; Rajeev Singh; Christian Deppe,Krylov Complexity of Fermionic and Bosonic Gaussian States,2023,False,True
340,Bartlomiej Czech; Jan De Boer; Dongsheng Ge; Lampros Lamprou,A modular sewing kit for entanglement wedges,2019,True,True
341,Bartlomiej Czech; Lampros Lamprou; Samuel McCandlish; Benjamin Mosk; James Sully,A stereoscopic look into the bulk,2016,True,True
342,Leonard Susskind,Addendum to Computational Complexity and Black Hole Horizons,2016,True,True
343,Blagoje Oblak,Berry phases on virasoro orbits,2017,True,True
344,Michael Kolodrubetz; Vladimir Gritsev; Anatoli Polkovnikov,Classifying and measuring the geometry of the quantum ground state manifold,2013,True,True
345,Masahito Yamazaki,Comments on determinant formulas for general CFTs,2016,True,True
346,Anton Alekseev; Samson L. Shatashvili,"Coadjoint Orbits, Cocycles and Gravitational Wess-Zumino",2018,True,True
347,Shira Chapman; Jens Eisert; Lucas Hackl; Michal P. Heller; Ro Jefferson; Hugo Marrochio; Robert C. Myers,Complexity and entanglement for thermofield double states,2019,True,True
348,Douglas Stanford; Leonard Susskind,Complexity and Shock Wave Geometries,2014,True,True
349,Alexandre Belin; Aitor Lewkowycz; Gabor Sarosi,"Complexity and the bulk volume, a new York time story",2019,True,True
350,Mario Flory; Nina Miekley,Complexity change under conformal transformations in AdS$_{3}$/CFT$_{2}$,2019,True,True
351,Pablo Bueno; Javier M. Magan; C. S. Shahbazi,Complexity measures in QFT and constrained geometric actions,2021,True,True
